frame,time_sec,side,source,x_ankle,y_ankle
97,1.6166666666666667,left,range,0.9142285585403442,0.6453711986541748
98,1.6333333333333333,left,range,0.9377077221870422,0.5841283202171326
99,1.65,left,range,0.9263280034065247,0.5888032913208008
100,1.6666666666666667,left,range,0.9126624464988708,0.6466317772865295
101,1.6833333333333333,left,range,0.9119850993156433,0.6418759226799011
102,1.7,left,range,0.8920423984527588,0.6068724393844604
103,1.7166666666666666,left,range,0.9085054993629456,0.6339172720909119
104,1.7333333333333334,left,range,0.9087418913841248,0.6356246471405029
113,1.8833333333333333,right,range,0.7953529357910156,0.6495373249053955
114,1.9,right,range,0.7963623404502869,0.6518328189849854
115,1.9166666666666667,right,range,0.7966049909591675,0.6533936858177185
116,1.9333333333333333,right,range,0.7958992719650269,0.6521406173706055
117,1.95,right,range,0.7950850129127502,0.6488568782806396
118,1.9666666666666666,right,range,0.7950764894485474,0.6476636528968811
119,1.9833333333333334,right,range,0.7918307781219482,0.6449570059776306
120,2.0,right,range,0.7867909073829651,0.6390271186828613
127,2.1166666666666667,left,range,0.6726502180099487,0.6528197526931763
128,2.1333333333333333,left,range,0.6717784404754639,0.654791533946991
129,2.15,left,range,0.6772358417510986,0.6409633159637451
130,2.1666666666666665,left,range,0.6812319159507751,0.589076578617096
131,2.183333333333333,left,range,0.669605553150177,0.6531416177749634
132,2.2,left,range,0.662453293800354,0.5942843556404114
133,2.216666666666667,left,range,0.6680958271026611,0.6486756205558777
134,2.2333333333333334,left,range,0.6657781600952148,0.6464815735816956
135,2.25,left,range,0.6617766618728638,0.6438453793525696
144,2.4,right,range,0.5524988770484924,0.6498554944992065
145,2.4166666666666665,right,range,0.5409262180328369,0.6457054018974304
146,2.433333333333333,right,range,0.5310506224632263,0.6572338938713074
147,2.45,right,range,0.5310261249542236,0.6572191715240479
148,2.466666666666667,right,range,0.5305041074752808,0.6592612862586975
149,2.4833333333333334,right,range,0.5295999646186829,0.6553239226341248
150,2.5,right,range,0.5279179811477661,0.6517813205718994
151,2.5166666666666666,right,range,0.5157648324966431,0.6480047702789307
157,2.6166666666666667,left,range,0.40856876969337463,0.6581963300704956
158,2.6333333333333333,left,range,0.4062045216560364,0.6634246706962585
159,2.65,left,range,0.4044313430786133,0.6627729535102844
160,2.6666666666666665,left,range,0.402043879032135,0.6616144776344299
161,2.683333333333333,left,range,0.40114086866378784,0.6576724648475647
162,2.7,left,range,0.40742063522338867,0.6203680634498596
163,2.716666666666667,left,range,0.39791131019592285,0.5873504281044006
164,2.7333333333333334,left,range,0.40056177973747253,0.6560196280479431
165,2.75,left,range,0.39767661690711975,0.6514529585838318
