frame,time_sec,side,source,x_ankle,y_ankle
132,1.1005,left,range,0.9418342709541321,0.6794002652168274
133,1.1089,left,range,0.9415879249572754,0.6790415048599243
134,1.1172,left,range,0.9596799612045288,0.6145191192626953
135,1.1255,left,range,0.9412744641304016,0.6706541180610657
136,1.1339,left,range,0.9394325613975525,0.6775057315826416
137,1.1422,left,range,0.9393553733825684,0.6776883602142334
138,1.1506,left,range,0.9390502572059631,0.6772465109825134
139,1.1589,left,range,0.9389768242835999,0.676525354385376
140,1.1672,left,range,0.9383009672164917,0.6797104477882385
141,1.1756,left,range,0.9384879469871521,0.6773717999458313
142,1.1839,left,range,0.9379027485847473,0.6734318733215332
143,1.1922,left,range,0.9365394115447998,0.6725318431854248
144,1.2006,left,range,0.9361130595207214,0.6721881628036499
145,1.2089,left,range,0.9344371557235718,0.6702646613121033
146,1.2173,left,range,0.9329612851142883,0.6700550317764282
162,1.3506,right,range,0.8150543570518494,0.6794883608818054
163,1.359,right,range,0.8121744394302368,0.6801025867462158
164,1.3673,right,range,0.8121780753135681,0.6797801852226257
165,1.3757,right,range,0.8120446801185608,0.6801909804344177
166,1.384,right,range,0.8119001388549805,0.6805570125579834
167,1.3923,right,range,0.8117321729660034,0.6795505285263062
168,1.4007,right,range,0.8120441436767578,0.6790993213653564
169,1.409,right,range,0.8111600875854492,0.6796801686286926
170,1.4173,right,range,0.810249388217926,0.6794726848602295
171,1.4257,right,range,0.8087923526763916,0.6776883006095886
172,1.434,right,range,0.8075163960456848,0.6733370423316956
173,1.4424,right,range,0.8063892722129822,0.6717494130134583
174,1.4507,right,range,0.8049002885818481,0.6699018478393555
175,1.459,right,range,0.8024877905845642,0.6680107116699219
188,1.5674,left,range,0.6847904920578003,0.6792538166046143
189,1.5758,left,range,0.6852189302444458,0.6798567175865173
190,1.5841,left,range,0.6866908073425293,0.6803328394889832
191,1.5924,left,range,0.6847285032272339,0.6804212331771851
192,1.6008,left,range,0.6834240555763245,0.6811196804046631
193,1.6091,left,range,0.6836869120597839,0.6801565289497375
194,1.6174,left,range,0.6823679208755493,0.679564356803894
195,1.6258,left,range,0.6824721693992615,0.6789618730545044
196,1.6341,left,range,0.6819865703582764,0.6786054968833923
197,1.6425,left,range,0.6815138459205627,0.6780459880828857
198,1.6508,left,range,0.6814274787902832,0.676557719707489
199,1.6591,left,range,0.6804791688919067,0.6757860779762268
200,1.6675,left,range,0.6790322661399841,0.6740922927856445
201,1.6758,left,range,0.6784356832504272,0.6732028722763062
202,1.6841,left,range,0.6764127612113953,0.6718254089355469
217,1.8092,right,range,0.5529096722602844,0.6775838732719421
218,1.8175,right,range,0.550118625164032,0.6799854636192322
219,1.8259,right,range,0.5494527220726013,0.6806107759475708
220,1.8342,right,range,0.5512138605117798,0.6794959902763367
221,1.8426,right,range,0.5499165058135986,0.6799699068069458
222,1.8509,right,range,0.5500874519348145,0.6799328923225403
223,1.8592,right,range,0.5499985218048096,0.6801092624664307
224,1.8676,right,range,0.5488688349723816,0.6797420978546143
225,1.8759,right,range,0.5478754043579102,0.6791490316390991
226,1.8842,right,range,0.5495280623435974,0.6780505776405334
227,1.8926,right,range,0.5480287671089172,0.676899790763855
228,1.9009,right,range,0.5467416644096375,0.6722965240478516
229,1.9093,right,range,0.5463448166847229,0.6712188720703125
230,1.9176,right,range,0.5446702837944031,0.6728420853614807
231,1.9259,right,range,0.5427062511444092,0.669338583946228
242,2.0176,left,range,0.42726340889930725,0.6812172532081604
243,2.026,left,range,0.4263126850128174,0.680691659450531
244,2.0343,left,range,0.42612266540527344,0.6829016804695129
245,2.0426,left,range,0.42371469736099243,0.6819814443588257
246,2.051,left,range,0.42352813482284546,0.6804599165916443
247,2.0593,left,range,0.42456015944480896,0.6801288723945618
248,2.0677,left,range,0.4232052266597748,0.6788073778152466
249,2.076,left,range,0.42245814204216003,0.6780552268028259
250,2.0843,left,range,0.42293432354927063,0.6777106523513794
251,2.0927,left,range,0.423383891582489,0.6777365803718567
252,2.101,left,range,0.425484836101532,0.6773207783699036
253,2.1093,left,range,0.42348572611808777,0.67556232213974
254,2.1177,left,range,0.42077136039733887,0.6747071743011475
255,2.126,left,range,0.41930970549583435,0.6729959845542908
256,2.1344,left,range,0.41797730326652527,0.6719779968261719
257,2.1427,left,range,0.41663503646850586,0.6717070937156677
