frame,time_sec,side,source,x_ankle,y_ankle
260,2.1666666666666665,left,range,0.8813658952713013,0.669274091720581
261,2.175,left,range,0.8815141320228577,0.6696934700012207
262,2.183333333333333,left,range,0.8878288865089417,0.6183010935783386
263,2.191666666666667,left,range,0.8817165493965149,0.6693214178085327
264,2.2,left,range,0.8813069462776184,0.6703755259513855
265,2.2083333333333335,left,range,0.8806672096252441,0.670542299747467
266,2.216666666666667,left,range,0.8805183172225952,0.6697275042533875
267,2.225,left,range,0.8801237940788269,0.6697456240653992
268,2.2333333333333334,left,range,0.8795986771583557,0.667724609375
269,2.2416666666666667,left,range,0.8788182735443115,0.665276050567627
270,2.25,left,range,0.8774622678756714,0.6639414429664612
271,2.2583333333333333,left,range,0.8764675259590149,0.6618666052818298
272,2.2666666666666666,left,range,0.8745294213294983,0.6590998768806458
285,2.375,right,range,0.7731553316116333,0.6720560193061829
286,2.3833333333333333,right,range,0.7739894986152649,0.6748327612876892
287,2.3916666666666666,right,range,0.7747728228569031,0.677299439907074
288,2.4,right,range,0.774613618850708,0.6783557534217834
289,2.408333333333333,right,range,0.7739114165306091,0.6774495840072632
290,2.4166666666666665,right,range,0.774168848991394,0.6783581376075745
291,2.425,right,range,0.773736298084259,0.6776046752929688
292,2.433333333333333,right,range,0.773541271686554,0.6766184568405151
293,2.441666666666667,right,range,0.773041307926178,0.6757713556289673
294,2.45,right,range,0.7723374962806702,0.6750117540359497
295,2.4583333333333335,right,range,0.7718644142150879,0.6732102632522583
296,2.466666666666667,right,range,0.771433413028717,0.6725603342056274
297,2.475,right,range,0.7698793411254883,0.6700441241264343
298,2.4833333333333334,right,range,0.767874538898468,0.6679520606994629
299,2.4916666666666667,right,range,0.7653998136520386,0.6665039658546448
314,2.6166666666666667,left,range,0.6544468998908997,0.6807507276535034
315,2.625,left,range,0.653387725353241,0.6826125979423523
316,2.6333333333333333,left,range,0.6538663506507874,0.6830400228500366
317,2.6416666666666666,left,range,0.6532513499259949,0.6821689009666443
318,2.65,left,range,0.652994692325592,0.6830068826675415
319,2.658333333333333,left,range,0.6528236865997314,0.6819218397140503
320,2.6666666666666665,left,range,0.6526772975921631,0.6794295907020569
321,2.675,left,range,0.6525028944015503,0.6814210414886475
322,2.683333333333333,left,range,0.6521530151367188,0.6792346239089966
323,2.691666666666667,left,range,0.6359608173370361,0.6458274722099304
324,2.7,left,range,0.6287224888801575,0.6498112678527832
325,2.7083333333333335,left,range,0.6500842571258545,0.6728172898292542
326,2.716666666666667,left,range,0.6487051248550415,0.6728962659835815
327,2.725,left,range,0.6477540731430054,0.6711058020591736
328,2.7333333333333334,left,range,0.6462513208389282,0.6715570092201233
343,2.8583333333333334,right,range,0.5308487415313721,0.6879557967185974
344,2.8666666666666667,right,range,0.5611268281936646,0.6380508542060852
345,2.875,right,range,0.5397810339927673,0.6849212050437927
346,2.8833333333333333,right,range,0.5308014154434204,0.6874469518661499
347,2.8916666666666666,right,range,0.5306956768035889,0.6876087784767151
348,2.9,right,range,0.5296914577484131,0.6872268319129944
349,2.908333333333333,right,range,0.529323935508728,0.6888239979743958
350,2.9166666666666665,right,range,0.5290231108665466,0.6885684132575989
351,2.925,right,range,0.5266154408454895,0.685276448726654
352,2.933333333333333,right,range,0.5287689566612244,0.6837953329086304
353,2.941666666666667,right,range,0.5275065302848816,0.6821827292442322
354,2.95,right,range,0.5262646079063416,0.6794946193695068
355,2.9583333333333335,right,range,0.5255120992660522,0.6795735955238342
356,2.966666666666667,right,range,0.5231503844261169,0.6779184937477112
357,2.975,right,range,0.522038459777832,0.6746734380722046
358,2.9833333333333334,right,range,0.5197029113769531,0.6780713200569153
372,3.1,left,range,0.3921695053577423,0.6933234333992004
373,3.1083333333333334,left,range,0.39016100764274597,0.6933404803276062
374,3.1166666666666667,left,range,0.38954564929008484,0.7004528045654297
375,3.125,left,range,0.38982102274894714,0.6916821599006653
376,3.1333333333333333,left,range,0.3897119164466858,0.6947751641273499
377,3.1416666666666666,left,range,0.38852018117904663,0.6946197152137756
378,3.15,left,range,0.4051685929298401,0.6565819978713989
379,3.158333333333333,left,range,0.3945079445838928,0.6675133109092712
380,3.1666666666666665,left,range,0.39275115728378296,0.6543663740158081
381,3.175,left,range,0.3904171884059906,0.6730527281761169
382,3.183333333333333,left,range,0.3787166476249695,0.6528570055961609
383,3.191666666666667,left,range,0.3737821877002716,0.6685203909873962
384,3.2,left,range,0.3726785480976105,0.6852652430534363
385,3.2083333333333335,left,range,0.38398101925849915,0.6848979592323303
386,3.216666666666667,left,range,0.38410842418670654,0.6870622634887695
387,3.225,left,range,0.3812524676322937,0.6840289235115051
388,3.2333333333333334,left,range,0.37994199991226196,0.6806203722953796
