frame,time_sec,side,source,x_ankle,y_ankle
27,0.9,right,range,0.9274121522903442,0.6884918212890625
28,0.9333333333333333,right,range,0.9298872947692871,0.691181480884552
29,0.9666666666666667,right,range,0.9282280802726746,0.6899314522743225
30,1.0,right,range,0.9251554608345032,0.6832680702209473
35,1.1666666666666667,left,range,0.8238232731819153,0.6885133981704712
36,1.2,left,range,0.8223183751106262,0.6890106797218323
37,1.2333333333333334,left,range,0.8211686015129089,0.6895340085029602
38,1.2666666666666666,left,range,0.8182281255722046,0.6819149851799011
43,1.4333333333333333,right,range,0.711306095123291,0.6930666565895081
44,1.4666666666666666,right,range,0.7111902832984924,0.6937263011932373
45,1.5,right,range,0.7103880047798157,0.6908580660820007
46,1.5333333333333334,right,range,0.7035585641860962,0.6797236800193787
51,1.7,left,range,0.5959160923957825,0.6906411647796631
52,1.7333333333333334,left,range,0.5948177576065063,0.6887014508247375
53,1.7666666666666666,left,range,0.5915847420692444,0.686313807964325
59,1.9666666666666666,right,range,0.4745703339576721,0.6917298436164856
60,2.0,right,range,0.4718073606491089,0.6918426156044006
61,2.033333333333333,right,range,0.4705192744731903,0.6889463067054749
62,2.066666666666667,right,range,0.46415215730667114,0.6779485940933228
65,2.1666666666666665,left,range,0.36137062311172485,0.6919560432434082
66,2.2,left,range,0.35967910289764404,0.6921095252037048
67,2.2333333333333334,left,range,0.3579673171043396,0.6859312057495117
68,2.2666666666666666,left,range,0.3528905510902405,0.6789014339447021
