frame,time_sec,side,source,x_ankle,y_ankle
162,1.3507,left,range,0.8729466199874878,0.6808058023452759
163,1.359,left,range,0.8730237483978271,0.6836560368537903
164,1.3674,left,range,0.8743031620979309,0.6839823126792908
165,1.3757,left,range,0.8747197985649109,0.6837837100028992
166,1.384,left,range,0.8748210668563843,0.6829601526260376
167,1.3924,left,range,0.8740988969802856,0.6823593378067017
168,1.4007,left,range,0.8736624121665955,0.6825588345527649
169,1.409,left,range,0.873272180557251,0.6840943694114685
170,1.4174,left,range,0.8728477954864502,0.682830810546875
171,1.4257,left,range,0.872184693813324,0.6822437047958374
172,1.4341,left,range,0.8714393973350525,0.6805795431137085
173,1.4424,left,range,0.8705809712409973,0.6774485111236572
174,1.4507,left,range,0.869437038898468,0.6749011874198914
192,1.6008,right,range,0.7534324526786804,0.6827119588851929
193,1.6091,right,range,0.7545656561851501,0.6858911514282227
194,1.6175,right,range,0.7548719644546509,0.6868633031845093
195,1.6258,right,range,0.7549710869789124,0.6859331130981445
196,1.6341,right,range,0.7537065148353577,0.6860830783843994
197,1.6425,right,range,0.7536370158195496,0.6857232451438904
198,1.6508,right,range,0.7540437579154968,0.6862263679504395
199,1.6592,right,range,0.7537147998809814,0.6861798763275146
200,1.6675,right,range,0.7532147765159607,0.68476402759552
201,1.6758,right,range,0.751434862613678,0.6825469732284546
202,1.6842,right,range,0.7497377395629883,0.6795843243598938
203,1.6925,right,range,0.7476481199264526,0.6772562265396118
204,1.7008,right,range,0.745266854763031,0.6750637888908386
219,1.8259,left,range,0.6318154335021973,0.680742621421814
220,1.8342,left,range,0.6316574215888977,0.6837270259857178
221,1.8426,left,range,0.6322969198226929,0.6849604249000549
222,1.8509,left,range,0.632823646068573,0.6858024597167969
223,1.8593,left,range,0.632620096206665,0.6860800981521606
224,1.8676,left,range,0.632117748260498,0.6850671768188477
225,1.8759,left,range,0.6318648457527161,0.6845548748970032
226,1.8843,left,range,0.6313815712928772,0.6834121942520142
227,1.8926,left,range,0.6306213140487671,0.6828010082244873
228,1.9009,left,range,0.6297966837882996,0.6824226379394531
229,1.9093,left,range,0.6287000775337219,0.6813472509384155
230,1.9176,left,range,0.6273484826087952,0.6793215870857239
231,1.926,left,range,0.6263331770896912,0.6776856780052185
232,1.9343,left,range,0.6240091323852539,0.675334632396698
250,2.0844,right,range,0.5018386840820312,0.6824482679367065
251,2.0927,right,range,0.502196729183197,0.6843852996826172
252,2.101,right,range,0.5022009015083313,0.686842143535614
253,2.1094,right,range,0.502212643623352,0.6871709227561951
254,2.1177,right,range,0.5021287798881531,0.6874662041664124
255,2.1261,right,range,0.5018477439880371,0.6869098544120789
256,2.1344,right,range,0.5017393231391907,0.6868530511856079
257,2.1427,right,range,0.5006877183914185,0.6874798536300659
258,2.1511,right,range,0.500984251499176,0.6880331635475159
259,2.1594,right,range,0.5014470815658569,0.6873919367790222
260,2.1677,right,range,0.500270426273346,0.6851481795310974
261,2.1761,right,range,0.49851396679878235,0.6822764277458191
262,2.1844,right,range,0.49693381786346436,0.6789214015007019
263,2.1928,right,range,0.49443647265434265,0.6758666634559631
273,2.2761,left,range,0.39235541224479675,0.6826133728027344
274,2.2845,left,range,0.39174777269363403,0.6852836608886719
275,2.2928,left,range,0.39132001996040344,0.6864219903945923
276,2.3011,left,range,0.39027220010757446,0.6863924264907837
277,2.3095,left,range,0.3903251588344574,0.6860408782958984
278,2.3178,left,range,0.3903847932815552,0.685219943523407
279,2.3262,left,range,0.3900053799152374,0.6833925843238831
280,2.3345,left,range,0.389470636844635,0.6813032031059265
281,2.3428,left,range,0.3889144957065582,0.6814079880714417
282,2.3512,left,range,0.38869231939315796,0.6799964904785156
283,2.3595,left,range,0.38760077953338623,0.6779223680496216
284,2.3678,left,range,0.38652634620666504,0.6769958734512329
285,2.3762,left,range,0.3859363794326782,0.6755942702293396
286,2.3845,left,range,,
287,2.3929,left,range,0.3838774561882019,0.6740993857383728
288,2.4012,left,range,0.380913108587265,0.6694754958152771
